#{"t_start": 1741909845.5149643, "env_id": "None"}
r,l,t
-83.296736,384,24628.895093
-180.929647,823,24649.299618
-179.07192,814,24669.569853
-104.946351,505,24681.908919
-126.51127,566,24695.89041
-94.977767,434,24706.541292
-168.320288,770,24725.574049
-140.178878,667,24742.110501
-151.277355,711,24759.838526
-200.066647,890,24782.185721
-61.177029,280,24789.213273
-57.794411,261,24795.692513
-75.232587,365,24804.821001
-166.352154,762,24823.890191
-52.88365,250,24831.256032
-134.741735,618,24846.453063
-100.827455,457,24857.538357
-70.654811,289,24864.485477
-161.058496,716,24881.928594
-197.455523,951,24905.393549
-107.084221,519,24918.276991
-94.237877,419,24928.672012
-195.921342,886,24950.546887
-188.782594,878,24972.427962
-183.080121,858,24993.917297
-194.804261,919,25016.550989
-158.896439,755,25035.117617
-170.370302,780,25054.090768
-124.167441,601,25068.960571
-76.770777,337,25077.401179
-3.476373,17,25079.776486
-201.200577,906,25102.436339
-195.078356,916,25125.202884
-69.214053,321,25133.373001
-188.1199,851,25154.834195
-140.734155,643,25171.012073
-212.008072,939,25193.901873
-199.965226,931,25216.41117
-90.722522,395,25225.897492
-121.117605,578,25239.862932
-206.236989,952,25263.07663
-60.151108,283,25269.894462
-165.856974,806,25289.425054
-166.717346,763,25308.49887
-152.943024,701,25326.082106
-3.17733,15,25331.185092
-72.721459,348,25340.244543
-154.552709,731,25358.297291
-150.965908,680,25374.967995
-120.89142,561,25388.853424
-107.565259,492,25400.892774
-190.578274,893,25423.093001
-123.828946,590,25437.94956
-118.830202,553,25453.748113
-69.846223,324,25461.941726
-153.635632,727,25480.374298
-97.347953,426,25491.271752
-125.073688,591,25506.201492
-135.338713,615,25521.85043
-88.590357,425,25532.701826
-133.994297,630,25548.065189
-103.716443,468,25559.349451
-125.867455,585,25573.633592
-79.935575,361,25585.404188
-164.900138,758,25604.129774
-151.726061,695,25620.915795
-107.151945,499,25633.16536
-130.164507,616,25648.351605
-83.76056,384,25657.814067
-181.037003,819,25678.120817
-167.802347,729,25696.179839
-155.25703,736,25714.407319
-92.863709,436,25725.27933
-202.483484,925,25747.977707
-162.004637,758,25766.706982
-144.220207,585,25781.060727
-175.815224,805,25801.464259
-154.152211,740,25820.059527
-107.114916,515,25834.295235
-81.358402,377,25843.828044
-56.346664,262,25850.396236
-130.607265,622,25866.15097
-90.062479,405,25876.38739
-82.804092,406,25886.538699
-106.600816,478,25898.498437
-145.711397,666,25914.651296
-98.998766,480,25926.317782
-204.308194,890,25948.127613
-159.277468,744,25966.180986
-157.863995,758,25984.63077
-93.043115,443,25995.384868
-205.035121,982,26019.29436
-79.56061,354,26027.794821
-190.730341,849,26048.901888
-180.494332,801,26068.648071
-102.836461,483,26084.416534
-54.205099,261,26091.02509
-180.16526,869,26112.143238
-128.650786,609,26126.756512
-136.334093,600,26141.3147
-77.581418,304,26148.926324
-83.697435,382,26155.774392
-145.377729,638,26171.62725
-146.112067,652,26187.891139
-175.395376,821,26208.490226
-114.079267,535,26221.985315
-102.420349,484,26234.046022
-148.475379,658,26250.411839
-53.080501,258,26256.844814
-60.141531,272,26263.398145
-129.376676,617,26278.280905
-63.187581,301,26285.493028
-166.88933,803,26304.851603
-141.518612,668,26321.044711
-56.354414,268,26331.364833
-203.648011,981,26355.298512
-82.037446,396,26365.066019
-88.218144,401,26374.878547
-187.491582,796,26394.532197
-136.373549,657,26410.825389
-159.661978,756,26429.554038
-85.210672,403,26439.450148
-103.000452,474,26451.356693
-133.307257,643,26467.090336
-201.707639,903,26489.032457
-135.488536,627,26506.727588
-182.477757,811,26526.955583
-190.66887,892,26549.113626
-75.669655,296,26556.645121
-136.409101,639,26572.593189
-68.922448,325,26584.489226
-58.861386,273,26591.567642
-137.068668,624,26607.204165
-191.769458,872,26628.500866
-210.42951,981,26652.312847
-144.282237,587,26666.625697
-121.926485,553,26680.118995
-129.311292,559,26693.877643
-128.177922,595,26708.307533
-92.945652,423,26718.635199
-186.330392,879,26739.898262
-81.56114,391,26749.424825
-60.870133,279,26756.302796
-174.518865,816,26776.553986
-191.324337,907,26798.92606
-156.765735,681,26815.321477
-123.625045,580,26833.233855
-144.309896,632,26848.780259
-138.500309,598,26863.531662
-200.534419,906,26886.089921
-193.759778,887,26908.055824
-82.162465,374,26917.337202
-101.834551,488,26929.347384
-247.028532,951,26953.115952
-64.47875,313,26961.042474
-83.175534,361,26970.141691
-174.512616,822,26990.182786
-221.195669,879,27011.424778
-178.635919,772,27030.138895
-127.140979,563,27043.777724
-86.128341,415,27053.824086
-92.516162,429,27064.272074
-66.398333,306,27071.670581
-66.761335,304,27083.244554
-142.746553,580,27097.688241
-102.385713,420,27108.028862
-176.46415,825,27128.340884
-150.778196,613,27143.504035
-117.351734,545,27156.831673
-149.483181,681,27173.230283
-71.329019,342,27181.508793
-105.688708,491,27193.528161
-198.572249,883,27215.212493
-168.977207,771,27234.326949
-76.33704,329,27242.472567
-212.431467,899,27264.980017
-179.456409,864,27286.739158
-120.463455,575,27301.085757
-99.478436,482,27313.094345
-147.78269,700,27332.24053
-127.249283,586,27346.554904
-131.29198,603,27361.034013
-127.396468,604,27375.51551
-113.488991,526,27388.217371
-155.48241,713,27405.315827
-111.633004,506,27417.467393
-167.036916,751,27435.672007
-86.156689,405,27445.509259
-176.865164,828,27465.568831
-55.665826,269,27472.128337
-193.963545,883,27493.848805
-71.708613,298,27501.20598
-94.097254,428,27511.72201
-79.9664,379,27521.131198
-93.313416,416,27531.55934
-126.019449,586,27545.996402
-115.340431,554,27559.557036
-60.75375,279,27566.525653
-79.933359,386,27580.498718
-201.473053,902,27603.725828
-55.411222,251,27609.978451
-106.148907,468,27621.7042
-110.096524,453,27633.036655
-70.554124,289,27640.19742
-267.002586,832,27661.086525
-114.541345,523,27674.219874
-168.710291,811,27694.632021
-181.473483,785,27713.516077
-203.743858,939,27736.164454
-185.305571,902,27757.950126
-121.773447,537,27771.000211
-73.16524,340,27779.286117
-76.045807,373,27788.299096
-145.342056,655,27804.122829
-195.327171,914,27826.347294
-5.859149,26,27829.629918
-142.49624,649,27845.810729
-93.885926,450,27857.15551
-211.787267,970,27880.864335
-70.907732,344,27889.277555
-92.457998,447,27900.179439
-183.645954,867,27921.586589
-175.608299,829,27942.060502
-81.946356,402,27952.135331
-80.108227,386,27961.811005
-186.57945,880,27983.750715
-87.659311,406,27993.864519
-184.338837,879,28015.936393
-93.369056,434,28026.881255
-125.536146,562,28040.889973
-130.457812,590,28055.725778
-109.670817,485,28067.445335
-87.137104,359,28076.060497
-12.467893,61,28080.687375
-172.880795,835,28101.119112
-81.994042,359,28109.794487
-62.187785,272,28116.369713
-194.816975,943,28138.935145
-145.759794,643,28154.407248
-160.731545,739,28172.438576
-121.263319,496,28184.734556
-129.479067,601,28199.515984
-135.238653,637,28215.279579
-149.091497,664,28231.796321
-99.940231,479,28243.739543
-57.74735,281,28250.757433
-172.667731,749,28269.532198
-144.858542,675,28286.260537
-119.007315,529,28299.524427
-137.386013,654,28316.028466
-95.247434,444,28328.900686
-175.160497,790,28348.927817
-169.604207,766,28368.179419
-103.257578,486,28380.344289
-96.903214,454,28391.714163
-196.122246,925,28414.819415
-180.459017,820,28434.725445
-146.528237,664,28450.751726
-117.293767,464,28461.963131
-174.700853,844,28482.408644
-92.077438,446,28493.206292
-216.59041,953,28516.360663
-163.471222,785,28535.233888
-207.791714,923,28558.04127
-151.764234,680,28578.987545
-55.273339,261,28585.815831
-157.655344,702,28603.119499
-106.266453,507,28615.797664
-134.737204,576,28630.242942
-183.148884,856,28651.520447
-215.770151,951,28675.696635
-129.476367,601,28690.76197
-78.460304,374,28700.263549
-169.710467,801,28722.502845
-79.126759,382,28731.94154
-136.862879,624,28747.576625
-183.513982,815,28768.103047
-60.080065,277,28775.014663
-151.971562,691,28791.631442
-127.285841,587,28805.803724
-210.023551,816,28825.437847
-47.496063,179,28831.285799
-60.783435,289,28838.295866
-151.630991,707,28855.386752
-127.065265,563,28869.120342
-210.065742,962,28892.490547
-59.301876,284,28899.489108
-105.455637,497,28911.806941
-67.277598,320,28919.615349
-75.485801,367,28928.771893
-160.101514,753,28947.332141
-78.183947,360,28956.238398
-52.71095,253,28962.423555
-82.680031,324,28970.340991
-114.867064,549,28984.012542
-131.972644,625,28999.543845
-158.684462,724,29017.33582
-113.199651,505,29029.869893
-63.878983,289,29037.078992
-71.618677,344,29045.608409
-84.251166,384,29055.238724
-198.037143,901,29079.402457
-85.27559,408,29089.617946
-82.493732,374,29098.929101
-144.05924,693,29116.367588
-62.354639,282,29123.316328
-106.094776,489,29135.63065
-140.472597,638,29151.069
-67.992887,327,29158.917966
-150.313919,699,29175.895243
-67.467653,311,29183.336427
-68.88778,315,29190.938729
-177.228759,790,29210.144377
-98.856255,453,29221.178107
-157.459802,736,29238.990417
-79.483774,368,29247.852783
-62.893475,306,29255.268012
-64.21846,285,29262.078585
-203.342321,956,29285.502295
-106.754694,473,29297.082729
-167.602216,717,29314.692561
-79.678864,380,29328.386482
-57.864792,257,29335.011025
-198.304148,788,29354.26016
-55.263024,252,29360.401985
-58.86794,280,29367.208405
-71.75541,329,29375.271437
-61.382965,295,29382.614503
-100.062173,463,29394.283329
-181.153162,808,29414.340445
-85.774613,411,29424.553513
-148.952995,682,29441.588464
-112.056804,500,29453.921983
-156.511765,718,29472.094003
-88.382047,410,29482.344684
-169.686537,795,29502.077739
-145.457736,639,29517.502836
-201.75816,891,29539.169035
-131.023992,619,29554.067252
-142.615579,668,29570.32091
-41.915933,195,29578.372179
-151.737604,681,29595.128445
-185.373498,862,29615.968896
-192.454914,928,29638.797208
-81.48988,385,29648.185344
-78.319129,347,29656.867765
-111.612594,499,29669.01211
-104.605046,470,29680.657089
-62.337634,285,29687.565336
-92.471923,440,29698.423985
-123.268532,559,29712.229108
-206.794269,828,29732.597016
-166.217013,777,29751.825742
-125.940984,563,29765.949101
-114.244524,514,29779.021866
-136.747507,659,29795.704474
-176.232095,798,29815.753505
-86.270233,405,29830.917817
-187.645467,801,29851.44995
-74.622514,333,29859.629292
-208.70572,978,29883.1762
-148.163791,702,29900.096099
-173.880804,810,29919.690937
-205.729332,820,29939.530801
-190.390472,892,29961.282314
-74.170566,353,29969.875556
-68.794935,334,29978.021758
-116.143545,569,29992.130212
-100.391186,494,30004.320274
-238.982426,978,30028.634366
-98.626943,436,30039.477199
-132.737522,600,30054.559007
-138.90011,653,30070.694353
-50.725493,247,30081.348921
-211.060849,978,30106.971006
-170.309712,728,30125.073245
-57.000888,272,30131.905802
-149.331169,663,30148.698259
-190.668683,877,30170.688078
-111.801729,467,30182.472458
-139.168384,669,30199.123666
-246.106215,916,30221.881539
-147.050895,677,30238.323027
-118.336167,516,30250.844823
-95.104819,450,30261.792825
-96.146637,446,30272.525604
-119.917662,538,30285.504164
-193.180529,845,30306.098002
-106.476322,481,30317.725024
-104.92468,477,30331.968557
-160.020475,749,30350.459915
-181.30808,848,30371.481777
-219.370206,960,30395.086375
-96.314246,466,30407.894981
-264.552926,856,30424.17774
-53.799422,254,30428.610173
-213.390354,944,30444.737851
-69.32406,327,30449.712181
-94.292196,435,30457.573663
-293.603674,933,30478.851725
-203.064468,933,30495.284986
-183.093894,872,30513.779719
-217.38233,962,30534.908353
-67.36928,276,30541.588879
-40.818349,185,30549.073428
-92.647453,422,30558.542043
-107.873616,497,30570.621024
-176.11746,826,30586.993892
-56.890461,271,30592.901771
-76.756609,337,30600.321814
-143.647188,674,30612.965227
-64.374169,305,30620.395332
-68.712517,304,30625.779236
-148.613622,706,30639.718861
-82.668853,362,30646.315698
-179.454478,842,30662.175731
-185.30789,875,30683.833858
-77.600158,350,30692.482785
-155.042118,693,30705.27151
-189.672537,874,30724.416357
-168.564331,779,30740.872068
-161.91665,778,30758.806989
-23.091799,105,30765.701236
-56.756149,262,30773.099878
-146.202079,680,30789.24119
-208.126788,942,30811.824789
-103.493838,474,30821.98823
-58.387006,278,30829.025801
-134.646325,644,30844.08256
-212.826466,980,30866.789506
-62.815701,295,30872.149094
-192.117639,869,30889.692322
-72.574752,297,30895.129217
-179.571609,830,30913.376436
-98.922299,459,30926.370714
-201.345949,879,30945.14023
-70.165078,323,30953.03988
-114.284315,515,30963.395696
-166.389788,712,30977.005326
-123.636468,561,30993.999901
